Contig_ID	MG100014_R2	MG100015_R2	MG100016_R2	MG100017_R2		MG100019_R2	MG100020_R2	MG100021_R2	MG100022_R2	MG100023_R2	MG100024_R2	MG100025_R2	MG100026_R2	MG100027_R2		MG100029_R2	MG100030_R2	MG100031_R2	MG100032_R2	MG100033_R2	MG100034_R2		MG100036_R2	
contig-100_23079	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175199	0	0	0	0		0	
contig-100_23080	0	0	0	0.525598		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23081	0	0	0	0		0	0	0	0	0.175199	0	0	0	0.350399		0	0	0.525598	0	0	0		0	
contig-100_23082	0	0	0	0		0	0	0	0.875997	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23083	0.525598	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23084	0	0	0	0.525598		0	0.175199	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23085	0	0	0	0.175199		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23086	0	0	0	0.175199		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23087	0	0	0	0		0	0	0	0	0	0	0	0	0.175199		0	0.350399	0	0	0	0		0	
contig-100_23088	0	0	0	0		0	0	0	0.350399	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23089	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.175199	0		0	
contig-100_23090	0	0	0	0		0	0	0	0	0	0	0	0.175199	0		0	0	0	0.175199	0	0		0	
contig-100_23091	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175199	0	0	0	0.350399		0	
contig-100_23092	0	0	0	0		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23093	0	0	0	0		0	0	0	0	0	0	0	0.527299	0		0	0	0	0	0	0		0	
contig-100_23094	0	0	0	0		0	0	1.5819	0	0	0	0	0	0.175766		0	0	0	0	0	0.351533		0	
contig-100_23095	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23096	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23097	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175766	0	0	0	0		0	
contig-100_23098	0	0	0	0		0	0	0	0	0	0	0	1.23036	0		0	0	0	0	0	0		0	
contig-100_23099	0	0	0	0		0	0	0	0	1.0546	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23100	0	0	0	0		0	0	0	0	0	0	0	0.351533	0		0	0	0	0	0	0		0	
contig-100_23101	0	0	0	0		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23102	0	0	0	0		0	0	0	0	0	0	0	0	0		0.175766	0	0	0	0	0		0	
contig-100_23103	0	0	0	0.175766		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23104	0.351533	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23105	0	3.86686	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23106	0	0	0	0.175766		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23107	0.351533	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23108	0	0	0	0		0.175766	0.175766	0	0	0	0.527299	0	0	0		0	0	0	0	0	0.351533		0	
contig-100_23109	0	0	0	0		0	0	0	0	0	0	0	0	0.351533		0	0	0	0	0	0		0	
contig-100_23110	0	0	0	0.351533		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23111	0	0	0	0.351533		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23112	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.175766		0	
contig-100_23113	0	0	0	0.351533		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23114	0	0	0	0.351533		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23115	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.351533	
contig-100_23116	0	0	0.175766	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23117	0.527299	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23118	0	0	0	0.175766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23119	0	0	0	0		0	0.351533	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23120	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.175766		0.175766	
contig-100_23121	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.351533		0	
contig-100_23122	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.351533	
contig-100_23123	0	0	0	0.175766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23124	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.175766		0	
contig-100_23125	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175766	0	0	0	0		0	
contig-100_23126	0	0	0	0		0	0	0	0	0.527299	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23127	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0.351533	0	0		0	
contig-100_23128	0	0	0	0		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23129	0	0	0	0		0	0	0	0	0	0	0	0.527299	0		0	0	0	0	0	0		0	
contig-100_23130	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175766	0	0	0	0		0	
contig-100_23131	0	0	0	0.175766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23132	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0.527299	0	0	0		0	
contig-100_23133	0	0	0	0.703065		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23134	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.351533		0	
contig-100_23135	0	0	0	0		0	0	0.175766	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23136	0	0	0	0.175766		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23137	0	0	0	0		3.16379	1.23036	16.1705	0	0	0	0	0	1.93343		0	0	0	0	0	0		0	
contig-100_23138	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.351533	
contig-100_23139	6.15182	0	0	0		0.175766	0	1.0546	2.46073	0.351533	0	0	0	0.175766		0.878832	0	1.5819	0	0	0		0	
contig-100_23140	0	0	0	0		0	0	0	0	0	0	0	0	0.351533		0	0	0	0	0	0		0	
contig-100_23141	0	0	0.175766	0		0	0	0	0.175766	0	0	0	0	0		0	0	0	0	0.175766	0		0	
contig-100_23142	0	0	0	0		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23143	0	0	0	0		0.703065	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23144	0	0	0.175766	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23145	0	0	0	0.351533		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23146	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175766	0	0	0	0		0	
contig-100_23147	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.527299	0	0	0	0		0	
contig-100_23148	0	0	0	0		0	0	0	0.175766	0	0	0	0	0		0	0	0	0	0.175766	0		0	
contig-100_23149	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.175766	0		0	
contig-100_23150	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23151	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.351533		0	
contig-100_23152	0	0	0	0		0	0	0	0	0	0	0	0	0.175766		0	0.175766	0	0	0	0		0	
contig-100_23153	0	0	0	0		0	0	0	0	0	0	0	0.175766	0		0	0	0	0	0	0.175766		0	
contig-100_23154	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.175766		0.175766	
contig-100_23155	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23156	0	0	0	0		0	0.351533	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23157	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23158	0	0	0.351533	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.175766	
contig-100_23159	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.351533	0	0	0	0		0	
contig-100_23160	0	0	0	0		0	0	0	0	0	0	0	0.527299	0		0	0	0	0	0	0		0	
contig-100_23161	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23162	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.351533	
contig-100_23163	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23164	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.351533	
contig-100_23165	0	0	0	0.175766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23166	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175766	0	0	0	0		0	
contig-100_23167	0	0	0	0		0	0.175766	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23168	0	0	0	0.175766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23169	0	0	0	0.351533		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23170	0	0	0	0		0	0	0	0	0	0	0	0	0		0.351533	0	0	0	0	0		0	
contig-100_23171	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.175766	
contig-100_23172	0	0	0	0		0	0	0	0	0	0	0	0.527299	0		0	0	0	0	0	0		0	
contig-100_23173	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23174	0	0	0	0		0	0	0	0	0	0	0	0	0.351533		0	0	0	0	0	0		0	
contig-100_23175	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23176	0	0	0	0		0	0	0	0	0	0.175766	0	0	0		0	0	0	0	0	0		0	
contig-100_23177	0	0	0	0.351533		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23178	0	0	0	0.175766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23179	0	0	0	0.527299		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23180	0	0	0	0		0	0	0	0.703065	0	0	0	0	0		0	0	0.175766	0	0	0		0	
contig-100_23181	0	0	0	0		0	0	0	0	2.46073	0	0	0	1.75766		0	0	0.527299	0	0	0		0	
contig-100_23182	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.175766	0	0	0	0		0	
contig-100_23183	0	0	0	0		0	0	0	0	0	0	0	0.703065	0		0	0	0	0	0	0		0	
contig-100_23184	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23185	0	0	0	0		0	0	0	0	0	0	0	0.529011	0		0	0	0	0	0	0		0	
contig-100_23186	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.352674		0	
contig-100_23187	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.352674	0	0	0	0		0	
contig-100_23188	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.352674	0	0	0	0		0	
contig-100_23189	0	0	0	0		0	0	0	0	0.176337	0	0	0	4.93744		0	0	0	0	0	2.64506		0	
contig-100_23190	0	0	0	0.352674		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23191	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.176337		0	
contig-100_23192	0	0	0	0		0	1.23436	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23193	0	0	0	0		0	0	0	0	0.352674	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23194	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.352674	0		0	
contig-100_23195	0	0	0.352674	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.176337		0	
contig-100_23196	0	0	0	0.176337		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23197	0.529011	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23198	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.352674	
contig-100_23199	0	0	0	0		0	0.352674	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23200	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23201	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.176337	0	0	0	0		0	
contig-100_23202	0.176337	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23203	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.352674	
contig-100_23204	0	0	0	0.352674		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23205	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23206	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.352674	
contig-100_23207	0	0	0	0.176337		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23208	0	0	0	0.176337		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23209	0	1.76337	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23210	0.176337	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23211	0	0	0.176337	0		0	0	0	0	0	0	0	0	0.352674		0	0	0	0	0	0		0	
contig-100_23212	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.176337	0	0	0	0		0	
contig-100_23213	0	0	0	0.352674		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23214	0	0	0	0.176337		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23215	0	0	0	0.176337		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23216	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23217	0	0	0	0		0	1.76337	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23218	0	0	0.352674	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23219	0	0	0	0		0	0	0	0	0	0	0	0.176337	0		0	0	0	0	0	0		0	
contig-100_23220	0	0	0	0.176337		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23221	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23222	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.176337	0	0	0	0		0	
contig-100_23223	0.705348	0	2.29238	0		0	0	0	0	1.76337	0	0	0	0		0	0	0.176337	0	0	0		0	
contig-100_23224	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23225	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.881685		0	
contig-100_23226	0	0	0	0		0	2.29238	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23227	0	0	0	0		0	0	0	0	0	0	0	0.881685	0		0	0	0	0	0	0		0	
contig-100_23228	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.176337	0	0	0	0		0	
contig-100_23229	0	0	0	0		0	0	0	0	0	0	0	0	0		9.5222	0	0	0	0	0		0	
contig-100_23230	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.176337	0		0	
contig-100_23231	0	0	0	0		0	0	0	0	0.352674	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23232	0	0	0	0		0	0	0	0	0	0	0	0	0.352674		0	0	0	0	0	0		0	
contig-100_23233	0	0	0	0		0	0	0.352674	0	0.881685	0	0	0	0.176337		0	0	0	0	0	0		0	
contig-100_23234	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23235	0	0	0	0		0	0	0	0	0	0	0	0.352674	0		0	0.176337	0	0	0	0		0	
contig-100_23236	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.176337	0	0	0	0		0	
contig-100_23237	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.352674	
contig-100_23238	0	0	0	0		0	0.176337	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23239	0.352674	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23240	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.881685		0	
contig-100_23241	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.352674	0	0	0	0		0	
contig-100_23242	0	0	0	0		0	0	0	0	0	0	0	0.352674	0		0	0	0	0	0	0		0	
contig-100_23243	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.352674	0		0	
contig-100_23244	0	0	0	0		0	0	0	0	0	0	0	0	0		0.176337	0	0	0	0	0		0	
contig-100_23245	0	0	0	0		0	0	0	0	0	0.352674	0	0	0		0	0	0	0	0	0		0	
contig-100_23246	0	0	0	0.529011		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23247	0	0	0	0.352674		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23248	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23249	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.352674	0	0	0	0		0	
contig-100_23250	0	0	0	0		0	0.529011	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23251	0	0	0	0		0	0	0	0	0	0	122.554	0	0		0	0	0	0	0	0		0	
contig-100_23252	0	0	0	0		0	0.176337	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23253	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23254	0	0	0	0		0	0.352674	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23255	0	0	0	0		0	0	0	0	0.529011	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23256	0	0	0	0		0	0	0	0	0	0	0	0.352674	0		0.176337	0	0	0	0	0		0	
contig-100_23257	0	0	14.2833	0		0	0	0	0	4.40843	0	0	0	10.4039		0	0	0.881685	0	0	0		0	
contig-100_23258	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.176337	0		0	
contig-100_23259	0.352674	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23260	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.705348		0	
contig-100_23261	0	0.176337	0	0		0	0	0	0	0	0	0	0	0.176337		0.176337	0	0	0	0.529011	0		0	
contig-100_23262	0	0	0	0		0	0	0	0	0	0	0	0.176337	0		0	0	0	0	0	0		0	
contig-100_23263	0	0	0.352674	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23264	0	0	0	0		0	0	0	0	0	0	0	0	0		0.176337	0.176337	0	0	4.58476	0		0	
contig-100_23265	0	0	0	0		0	0	0	1.23436	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23266	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23267	0	0	0	0		0	0	0	0	0	0	0.352674	0	0		0	0	0	0	0	0		0	
contig-100_23268	0.529011	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23269	0	0.176337	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23270	0	0	0	0		0	0.176337	0	0	0	0	0	0	0		0	0	0	0	0	0		0.176337	
contig-100_23271	0	0	0	0		0	0	0	0	0.705348	0	0	0	0.176337		0	0	0	0	0	0		0	
contig-100_23272	0	1.23436	0	0		0	0	0	0	4.93744	0	0	0	0.176337		0	0	0	0	0	0		0	
contig-100_23273	0	0	0	0		0	0	0	0	0	0.176337	0	0	0		0	0	0	0	0	0.352674		0	
contig-100_23274	0	0	0	0		0	0.529011	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23275	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23276	4.7611	0	0	0		0.176337	0	0	0	0	0	0	0	0		0	0.705348	0	0	0	0		0	
contig-100_23277	0	0	0	0		0	0.176337	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23278	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.176337		0	
contig-100_23279	0.176337	0	3.3504	0		0	0	0	0	5.81912	0	0	0	0.529011		0	0	0.352674	0	0	0		0	
contig-100_23280	0	0	0	0		0.352674	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23281	0	0	0	0.176337		0	0.176337	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23282	0	0	0	0		0	0	0	0	0	0	0	0	0.176337		0.176337	0	0	0	0	0		0	
contig-100_23283	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.176337	0		0	
contig-100_23284	0	0	0	0		0	0	0	0	0	0	0	0.352674	0		0	0	0	0	0	0		0	
contig-100_23285	0	0	0	0		0	0.176337	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23286	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.529011	0		0	
contig-100_23287	0	0	0	0		0	0	0	0	0.353823	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23288	0	0	0	0		0	0	0	0	0.530734	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23289	0	0	0.884557	0		0	0	0	0	1.23838	0	0	0	0.530734		0	0	0	0	0	0		0	
contig-100_23290	0	0	0	0		0	0.353823	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23291	0.353823	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23292	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.176911	
contig-100_23293	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23294	0	0	0	0		0	0	0.176911	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23295	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.353823	
contig-100_23296	0	0	0	0		0	0	0	0	0	0	0	0	0.176911		0	0.353823	0	0	0	0		0	
contig-100_23297	0	0	0	0		0	0	0	0	0	62.4497	0	0	0		0	0	0	0	0	0		0	
contig-100_23298	0	0	0	0.530734		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23299	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.176911	0		0	
contig-100_23300	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.176911	
contig-100_23301	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.176911	0	0	0	0		0	
contig-100_23302	0	0	0	0		0	0	0	0	0	0	90.9325	0	0		0	0	0	0	0	0		0	
contig-100_23303	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.353823		0	
contig-100_23304	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23305	0	0	0	0		0	0	0	0	0.530734	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23306	0	0	0	0		0	0	0	0	0	0	0	0	0		0.176911	0	0	0	0	0		0	
contig-100_23307	0	0	0	0		0	0	0	0	4.95352	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23308	0	0	0	0.176911		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23309	0	0	0	0		0	0.176911	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23310	0	0	0	0		0	0	0	0	0	0	0	1.23838	0		0	0	0	0	0	0		0	
contig-100_23311	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23312	0	0	0	0.176911		0	0.176911	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23313	0	0	0	0		0	0	0	0	0.176911	0	0	0	0		0	0	0	0	0.176911	0		0	
contig-100_23314	0	0	0	0		9.73013	0	0	1.06147	0	0	0	0	0		0	0	0	0	0	0		0.884557	
contig-100_23315	0	0	0	0		0	0.176911	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23316	0	0	0	0		0	0	0	0	0	0	0	0	0.530734		0	0	0	0	0	0		0	
contig-100_23317	0	0	0	0.353823		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23318	0	0	0.353823	0		0	0	0	0	0.707646	0	0	0	0.353823		0	0	0	0	0	0		0	
contig-100_23319	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.176911	0	0	0	0		0	
contig-100_23320	0	0.353823	0	0		0	0	0	0	0	0	0	0	0.707646		0	0	0	0	0	0		0	
contig-100_23321	0	0	0	0.176911		0	0.176911	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23322	0.176911	0	0	0		0	0	0	0	0	0	0	0	1.5922		0	0	0	0	0	0		0	
contig-100_23323	0	0	0	0		0	0	0	0	0	0	0	0	0.884557		0	0	0	0	0	0		0	
contig-100_23324	0	0	0	0.176911		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23325	0	0	0	0.176911		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23326	0	0	0	0		0	0	0	0	0	0	0	0.530734	0		0	0	0	0	0	0		0	
contig-100_23327	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23328	0	0	0	0		0	0.530734	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23329	0	0	0	0.353823		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23330	0	0	0	0.176911		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23331	0.176911	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23332	0	0	0	0		0	0	0	0	0	0	0	0.884557	0		0	0	0	0	0	0		0	
contig-100_23333	0	0	0	0		0	0	0	0	0	0	0	0.353823	0		0	0	0	0	0	0		0	
contig-100_23334	0	0	0	0		0.530734	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23335	0	0	0	0		0	0	0	0	0	0	0	0	0		0.530734	0	0	0	0	0		0	
contig-100_23336	0	0	2.83058	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23337	0	0	0	0.530734		0	0.353823	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23338	0	0	0	0.353823		0	0.176911	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23339	0	0	0	0.176911		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_23340	0.353823	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
